Student_ID,Topic,Quiz_Score,Completion_Time,Mastery_Level
STU0213,Advanced Concepts of Climate Zones (Theories),58,559,Needs Improvement
STU0346,Understanding Subject-Verb Agreement (Functions),47,304,Needs Improvement
STU0255,Understanding Cold War (Key Ideas),92,224,Mastered
STU0065,Understanding Microorganisms (Structure),100,181,Mastered
STU0250,Advanced Concepts of Microorganisms (Structure),100,245,Mastered
STU0035,Understanding Force (Processes),90,204,Mastered
STU0306,Advanced Concepts of Direct and Indirect Speech (Processes),75,424,Proficient
STU0486,Advanced Concepts of Sound Waves (Processes),81,431,Proficient
STU0450,Advanced Concepts of Medieval Period (Systems),91,240,Mastered
STU0209,Advanced Concepts of Magnets (Theories),62,342,Proficient
STU0497,Introduction to Ratio (Impact),88,126,Mastered
STU0257,Introduction to Maps and Scales (Key Ideas),61,200,Proficient
STU0284,Introduction to Heat (Exploration),100,100,Mastered
STU0067,Introduction to Health and Diseases (Key Ideas),93,127,Mastered
STU0323,Advanced Concepts of Maps and Scales (Key Ideas),86,347,Mastered
STU0065,Understanding Pressure (Structure),45,314,Needs Improvement
STU0454,Advanced Concepts of Adaptations (Dynamics),88,343,Mastered
STU0413,Understanding Pressure (Structure),75,324,Proficient
STU0229,Introduction to Thermodynamics (Dynamics),82,227,Proficient
STU0098,Understanding Verbs (Principles),57,432,Needs Improvement
STU0217,Introduction to Plate Tectonics (Applications),100,158,Mastered
STU0463,Understanding Climate Zones (Theories),84,268,Proficient
STU0434,Advanced Concepts of Industrial Revolution (Processes),49,480,Needs Improvement
STU0115,Advanced Concepts of Ancient Egypt (Structure),65,330,Proficient
STU0048,Understanding Civics (Functions),92,175,Mastered
STU0319,Understanding Active and Passive Voice (Systems),86,266,Mastered
STU0131,Introduction to Industrial Revolution (Processes),88,172,Mastered
STU0028,Understanding World War II (Exploration),60,348,Proficient
STU0400,Advanced Concepts of Genetics (Impact),85,332,Mastered
STU0070,Introduction to Prepositions (Dynamics),86,101,Mastered
STU0370,Understanding Natural Vegetation (Structure),83,379,Proficient
STU0345,Advanced Concepts of Percentages (Applications),59,578,Needs Improvement
STU0048,Advanced Concepts of Profit and Loss (Systems),86,374,Mastered
STU0084,Introduction to Globe and Maps (Processes),96,151,Mastered
STU0420,Advanced Concepts of Freedom Struggle (Key Ideas),84,333,Proficient
STU0192,Understanding Mountains (Systems),100,240,Mastered
STU0360,Understanding Plant Reproduction (Processes),87,206,Mastered
STU0444,Understanding Laws of Motion (Basics),81,233,Proficient
STU0269,Introduction to Roman Empire (Principles),87,125,Mastered
STU0143,Understanding Maps and Scales (Key Ideas),62,268,Proficient
STU0394,Introduction to Fractions (Basics),69,192,Proficient
STU0301,Understanding Sound (Principles),81,349,Proficient
STU0123,Advanced Concepts of Conjunctions (Impact),88,302,Mastered
STU0128,Advanced Concepts of Medieval Period (Systems),54,562,Needs Improvement
STU0391,Introduction to Microorganisms (Structure),66,233,Proficient
STU0109,Understanding Indus Valley Civilization (Basics),66,349,Proficient
STU0134,Introduction to French Revolution (Applications),81,175,Proficient
STU0002,Advanced Concepts of States of Matter (Dynamics),100,308,Mastered
STU0083,Introduction to Light (Basics),90,163,Mastered
STU0024,Introduction to Ancient Egypt (Structure),100,128,Mastered
STU0103,Advanced Concepts of Industrial Revolution (Processes),71,396,Proficient
STU0071,Introduction to Integers (Processes),78,150,Proficient
STU0071,Advanced Concepts of Geometry (Exploration),79,396,Proficient
STU0341,Advanced Concepts of Punctuation (Key Ideas),47,400,Needs Improvement
STU0146,Understanding Punctuation (Key Ideas),72,318,Proficient
STU0240,Advanced Concepts of Gravitation (Applications),93,319,Mastered
STU0445,Introduction to Adjectives (Applications),92,133,Mastered
STU0110,Understanding Percentages (Applications),82,265,Proficient
STU0448,Introduction to Sound Waves (Processes),38,261,Needs Improvement
STU0352,Understanding Oceans (Exploration),89,231,Mastered
STU0079,Advanced Concepts of Work and Energy (Principles),90,368,Mastered
STU0202,Understanding Prepositions (Dynamics),53,296,Needs Improvement
STU0179,Understanding Cell Division (Dynamics),86,263,Mastered
STU0472,Introduction to Friction (Key Ideas),76,242,Proficient
STU0402,Introduction to States of Matter (Dynamics),93,123,Mastered
STU0069,Introduction to Active and Passive Voice (Systems),51,209,Needs Improvement
STU0176,Introduction to Earth's Layers (Principles),92,134,Mastered
STU0316,Understanding Local Government (Exploration),81,228,Proficient
STU0456,Advanced Concepts of Freedom Struggle (Principles),73,466,Proficient
STU0248,Introduction to States of Matter (Functions),84,203,Proficient
STU0144,Advanced Concepts of Probability (Dynamics),60,373,Proficient
STU0479,Introduction to Solar System (Key Ideas),66,175,Proficient
STU0227,Understanding Probability (Dynamics),87,150,Mastered
STU0453,Advanced Concepts of Measurement (Key Ideas),71,364,Proficient
STU0133,Understanding Ecosystems (Systems),55,332,Needs Improvement
STU0001,Understanding Local Government (Exploration),89,279,Mastered
STU0410,Advanced Concepts of Percentages (Applications),100,352,Mastered
STU0054,Introduction to Microorganisms (Structure),89,158,Mastered
STU0154,Advanced Concepts of Cold War (Key Ideas),86,248,Mastered
STU0038,Understanding Oceans (Exploration),76,292,Proficient
STU0439,Understanding Digestion (Principles),58,413,Needs Improvement
STU0431,Introduction to Prepositions (Dynamics),100,152,Mastered
STU0132,Advanced Concepts of World War II (Exploration),77,382,Proficient
STU0065,Understanding Thermodynamics (Dynamics),81,337,Proficient
STU0415,Introduction to Democracy (Applications),87,111,Mastered
STU0461,Understanding Human Rights (Dynamics),86,205,Mastered
STU0208,Introduction to Nervous System (Exploration),72,150,Proficient
STU0027,Introduction to Natural Vegetation (Structure),58,260,Needs Improvement
STU0241,Understanding Direct and Indirect Speech (Processes),69,268,Proficient
STU0486,Understanding Periodic Table (Applications),84,314,Proficient
STU0045,Introduction to Thermodynamics (Dynamics),76,243,Proficient
STU0257,Understanding Electricity (Applications),69,311,Proficient
STU0365,Understanding Democracy (Applications),78,299,Proficient
STU0403,Understanding Heat (Exploration),93,152,Mastered
STU0350,Advanced Concepts of Light (Basics),72,398,Proficient
STU0101,Understanding Photosynthesis (Basics),75,218,Proficient
STU0417,Advanced Concepts of Microorganisms (Structure),100,288,Mastered
STU0220,Understanding Force (Processes),68,314,Proficient
STU0390,Understanding Weather (Systems),84,346,Proficient
STU0265,Understanding Profit and Loss (Systems),72,298,Proficient
STU0289,Understanding Mountains (Systems),81,267,Proficient
STU0314,Advanced Concepts of Light Refraction (Impact),83,454,Proficient
STU0091,Introduction to Mineral Resources (Dynamics),100,90,Mastered
STU0183,Advanced Concepts of Pressure (Structure),78,419,Proficient
STU0113,Introduction to Plate Tectonics (Applications),37,254,Needs Improvement
STU0436,Advanced Concepts of Climate Zones (Theories),86,241,Mastered
STU0271,Advanced Concepts of Water Cycle (Structure),80,425,Proficient
STU0061,Understanding Electricity (Applications),67,335,Proficient
STU0345,Understanding Roman Empire (Principles),31,343,Needs Improvement
STU0453,Understanding Direct and Indirect Speech (Processes),54,287,Needs Improvement
STU0076,Introduction to Light Refraction (Impact),31,228,Needs Improvement
STU0461,Introduction to Oceans (Exploration),72,163,Proficient
STU0280,Advanced Concepts of Democracy (Applications),71,357,Proficient
STU0256,Introduction to Ratio (Impact),88,108,Mastered
STU0183,Understanding Simple Machines (Impact),77,300,Proficient
STU0390,Understanding Metals and Non-Metals (Processes),55,488,Needs Improvement
STU0131,Advanced Concepts of States of Matter (Dynamics),73,432,Proficient
STU0381,Advanced Concepts of Sound (Principles),49,361,Needs Improvement
STU0056,Advanced Concepts of Ecosystems (Systems),68,392,Proficient
STU0399,Understanding Resources (Impact),99,199,Mastered
STU0449,Understanding Work and Energy (Principles),90,220,Mastered
STU0121,Advanced Concepts of Electromagnetism (Functions),71,317,Proficient
STU0490,Understanding Ancient Civilizations (Basics),96,227,Mastered
STU0226,Understanding Punctuation (Key Ideas),56,400,Needs Improvement
STU0296,Introduction to Medieval Period (Systems),85,108,Mastered
STU0182,Introduction to Decimals (Principles),65,201,Proficient
STU0346,Advanced Concepts of Friction (Key Ideas),100,298,Mastered
STU0315,Introduction to Chemical Bonding (Impact),100,143,Mastered
STU0119,Introduction to Natural Vegetation (Structure),70,210,Proficient
STU0031,Advanced Concepts of Fractions (Basics),56,448,Needs Improvement
STU0056,Understanding Friction (Key Ideas),73,296,Proficient
STU0204,Advanced Concepts of Coal and Petroleum (Functions),58,656,Needs Improvement
STU0429,Understanding Maps and Scales (Key Ideas),77,303,Proficient
STU0269,Advanced Concepts of Circulation (Theories),94,242,Mastered
STU0201,Understanding Motion (Systems),54,407,Needs Improvement
STU0291,Understanding Pronouns (Theories),88,198,Mastered
STU0482,Understanding Light Refraction (Impact),96,206,Mastered
STU0171,Understanding Electromagnetism (Functions),26,359,Needs Improvement
STU0075,Understanding Ratio (Impact),99,209,Mastered
STU0218,Advanced Concepts of Ecosystems (Systems),91,327,Mastered
STU0431,Introduction to Digestion (Principles),82,203,Proficient
STU0259,Understanding Number Systems (Structure),89,254,Mastered
STU0093,Understanding Acids and Bases (Basics),57,253,Needs Improvement
STU0082,Introduction to Integers (Processes),58,192,Needs Improvement
STU0040,Understanding Democracy (Applications),100,236,Mastered
STU0063,Understanding Climate Zones (Theories),53,329,Needs Improvement
STU0045,Introduction to Medieval Period (Systems),90,141,Mastered
STU0395,Advanced Concepts of Adjectives (Applications),72,463,Proficient
STU0380,Advanced Concepts of Simple Machines (Impact),60,321,Proficient
STU0406,Understanding Civics (Functions),85,188,Mastered
STU0286,Understanding Cold War (Key Ideas),59,339,Needs Improvement
STU0216,Introduction to Solar System (Key Ideas),91,118,Mastered
STU0182,Introduction to Electromagnetism (Functions),100,144,Mastered
STU0105,Advanced Concepts of Respiration (Applications),92,277,Mastered
STU0022,Understanding Light Reflection (Systems),93,146,Mastered
STU0265,Understanding Ecosystems (Systems),66,265,Proficient
STU0416,Advanced Concepts of Ecosystems (Systems),71,365,Proficient
STU0211,Understanding States of Matter (Dynamics),93,179,Mastered
STU0210,Understanding Electricity (Applications),47,379,Needs Improvement
STU0066,Introduction to Solutions (Exploration),79,176,Proficient
STU0311,Advanced Concepts of Constitution (Theories),57,671,Needs Improvement
STU0065,Introduction to Nervous System (Exploration),100,127,Mastered
STU0333,Advanced Concepts of Globe and Maps (Processes),95,244,Mastered
STU0196,Advanced Concepts of Geometry (Exploration),80,427,Proficient
STU0334,Understanding Data Handling (Functions),55,468,Needs Improvement
STU0352,Understanding Data Handling (Functions),76,265,Proficient
STU0206,Introduction to Digestion (Principles),69,213,Proficient
STU0020,Advanced Concepts of Punctuation (Key Ideas),89,299,Mastered
STU0222,Understanding Population Geography (Functions),68,297,Proficient
STU0145,Understanding Subject-Verb Agreement (Functions),79,322,Proficient
STU0335,Introduction to Friction (Key Ideas),90,131,Mastered
STU0357,Advanced Concepts of Light Reflection (Systems),54,569,Needs Improvement
STU0421,Introduction to Freedom Struggle (Key Ideas),74,181,Proficient
STU0009,Understanding Gravitation (Applications),59,462,Needs Improvement
STU0275,Understanding Verbs (Principles),83,309,Proficient
STU0109,Understanding Agriculture (Impact),94,180,Mastered
STU0312,Introduction to Mineral Resources (Dynamics),69,185,Proficient
STU0490,Understanding Pronouns (Theories),75,229,Proficient
STU0141,Advanced Concepts of World War I (Theories),72,380,Proficient
STU0197,Introduction to Punctuation (Key Ideas),87,106,Mastered
STU0454,Understanding Algebra (Theories),70,252,Proficient
STU0148,Advanced Concepts of Roman Empire (Principles),85,319,Mastered
STU0186,Understanding Force (Processes),100,241,Mastered
STU0190,Understanding Motion (Systems),68,270,Proficient
STU0155,Understanding Solar System (Key Ideas),78,237,Proficient
STU0049,Understanding Integers (Processes),75,297,Proficient
STU0395,Advanced Concepts of Mountains (Systems),68,407,Proficient
STU0105,Understanding Solar System (Basics),64,312,Proficient
STU0075,Understanding Number Systems (Structure),82,266,Proficient
STU0239,Advanced Concepts of French Revolution (Applications),54,454,Needs Improvement
STU0448,Introduction to Resources (Impact),87,141,Mastered
STU0272,Advanced Concepts of Data Handling (Functions),81,384,Proficient
STU0493,Understanding Mineral Resources (Dynamics),74,257,Proficient
STU0159,Advanced Concepts of World War I (Theories),67,413,Proficient
STU0299,Advanced Concepts of Ancient Egypt (Structure),62,407,Proficient
STU0005,Advanced Concepts of Weather (Systems),91,344,Mastered
STU0312,Understanding Mineral Resources (Dynamics),68,353,Proficient
STU0167,Introduction to World War I (Theories),83,158,Proficient
STU0395,Introduction to Chemical Bonding (Impact),64,238,Proficient
STU0438,Understanding Conjunctions (Impact),55,292,Needs Improvement
STU0487,Understanding Coal and Petroleum (Functions),96,228,Mastered
STU0157,Advanced Concepts of World War II (Exploration),79,406,Proficient
STU0018,Advanced Concepts of Integers (Processes),72,329,Proficient
STU0434,Understanding Population Geography (Functions),66,262,Proficient
STU0305,Advanced Concepts of Combustion (Key Ideas),87,242,Mastered
STU0276,Introduction to Agriculture (Impact),85,187,Mastered
STU0375,Advanced Concepts of Local Government (Exploration),75,314,Proficient
STU0491,Understanding Carbon Compounds (Systems),69,307,Proficient
STU0116,Advanced Concepts of Pressure (Structure),36,436,Needs Improvement
STU0377,Advanced Concepts of Number Systems (Structure),85,222,Mastered
STU0170,Introduction to American Independence (Dynamics),100,125,Mastered
STU0122,Introduction to Profit and Loss (Systems),100,133,Mastered
STU0013,Understanding Magnets (Theories),40,447,Needs Improvement
STU0301,Understanding Nouns (Basics),71,370,Proficient
STU0343,Advanced Concepts of Algebra (Theories),90,309,Mastered
STU0064,Understanding Cold War (Key Ideas),36,473,Needs Improvement
STU0420,Understanding Light (Basics),77,204,Proficient
STU0086,Advanced Concepts of Photosynthesis (Basics),52,524,Needs Improvement
STU0243,Advanced Concepts of Water Cycle (Structure),81,289,Proficient
STU0074,Understanding Magnetism (Exploration),48,376,Needs Improvement
STU0376,Introduction to Atoms and Molecules (Theories),72,162,Proficient
STU0490,Advanced Concepts of Electricity (Applications),51,380,Needs Improvement
STU0124,Introduction to Earth's Layers (Principles),61,181,Proficient
STU0064,Advanced Concepts of Oceans (Exploration),63,441,Proficient
STU0239,Advanced Concepts of Freedom Struggle (Principles),59,565,Needs Improvement
STU0171,Understanding Light (Basics),69,311,Proficient
STU0361,Advanced Concepts of Local Government (Exploration),56,391,Needs Improvement
STU0123,Understanding Motion (Systems),85,208,Mastered
STU0260,Understanding Prepositions (Dynamics),75,262,Proficient
STU0264,Introduction to Friction (Key Ideas),78,202,Proficient
STU0325,Introduction to Rivers (Processes),80,169,Proficient
STU0107,Introduction to Cold War (Key Ideas),100,107,Mastered
STU0258,Advanced Concepts of Ratio (Impact),75,461,Proficient
STU0498,Advanced Concepts of Cold War (Key Ideas),79,492,Proficient
STU0297,Introduction to Cell Division (Dynamics),92,117,Mastered
STU0330,Advanced Concepts of Electromagnetism (Functions),91,277,Mastered
STU0404,Advanced Concepts of States of Matter (Functions),62,321,Proficient
STU0323,Introduction to Friction (Key Ideas),54,250,Needs Improvement
STU0495,Introduction to Climate Zones (Theories),85,114,Mastered
STU0307,Understanding Local Government (Exploration),83,229,Proficient
STU0373,Understanding Ancient Egypt (Structure),82,219,Proficient
STU0043,Introduction to Magnetism (Exploration),56,173,Needs Improvement
STU0204,Advanced Concepts of Electricity (Applications),50,532,Needs Improvement
STU0338,Understanding Plant Reproduction (Processes),100,275,Mastered
STU0337,Advanced Concepts of Coal and Petroleum (Functions),65,455,Proficient
STU0091,Introduction to Agriculture (Impact),62,192,Proficient
STU0163,Introduction to Solar System (Basics),62,199,Proficient
STU0245,Advanced Concepts of Verbs (Principles),100,315,Mastered
STU0382,Understanding Microorganisms (Structure),75,290,Proficient
STU0137,Understanding Weather (Systems),79,287,Proficient
STU0146,Introduction to Work and Energy (Principles),43,239,Needs Improvement
STU0357,Advanced Concepts of Photosynthesis (Basics),66,374,Proficient
STU0120,Understanding Mineral Resources (Dynamics),48,382,Needs Improvement
STU0339,Understanding Sound (Principles),76,223,Proficient
STU0452,Introduction to Respiration (Applications),73,176,Proficient
STU0128,Introduction to Renaissance (Impact),100,139,Mastered
STU0307,Advanced Concepts of Direct and Indirect Speech (Processes),100,273,Mastered
STU0168,Understanding Electricity (Applications),53,312,Needs Improvement
STU0069,Advanced Concepts of Sound (Principles),55,581,Needs Improvement
STU0128,Advanced Concepts of Ratio (Impact),74,447,Proficient
STU0405,Understanding Ancient Civilizations (Basics),73,245,Proficient
STU0115,Understanding Measurement (Key Ideas),47,359,Needs Improvement
STU0360,Understanding Health and Diseases (Key Ideas),83,232,Proficient
STU0283,Introduction to Genetics (Impact),78,152,Proficient
STU0045,Advanced Concepts of Acids and Bases (Basics),76,342,Proficient
STU0068,Understanding Measurement (Key Ideas),64,230,Proficient
STU0212,Introduction to Sound Waves (Processes),95,90,Mastered
STU0406,Advanced Concepts of Indian Independence (Functions),67,455,Proficient
STU0204,Understanding Light Reflection (Systems),45,264,Needs Improvement
STU0390,Advanced Concepts of Civics (Functions),90,268,Mastered
STU0195,Introduction to Plate Tectonics (Applications),70,213,Proficient
STU0204,Advanced Concepts of Photosynthesis (Basics),74,404,Proficient
STU0264,Introduction to Chemical Bonding (Impact),63,224,Proficient
STU0262,Advanced Concepts of Punctuation (Key Ideas),58,481,Needs Improvement
STU0080,Understanding Industrial Revolution (Processes),74,304,Proficient
STU0192,Understanding Roman Empire (Principles),69,255,Proficient
STU0045,Understanding Democracy (Applications),100,182,Mastered
STU0420,Understanding Earth's Layers (Principles),61,342,Proficient
STU0066,Advanced Concepts of Globe and Maps (Processes),32,590,Needs Improvement
STU0209,Introduction to Industrial Revolution (Processes),97,119,Mastered
STU0430,Introduction to Population Geography (Functions),89,90,Mastered
STU0203,Understanding Prepositions (Dynamics),76,332,Proficient
STU0230,Introduction to Health and Diseases (Key Ideas),100,133,Mastered
STU0497,Understanding Coal and Petroleum (Functions),71,253,Proficient
STU0420,Advanced Concepts of Profit and Loss (Systems),63,339,Proficient
STU0228,Understanding Natural Vegetation (Structure),92,227,Mastered
STU0204,Introduction to Magnets (Theories),69,166,Proficient
STU0427,Introduction to States of Matter (Dynamics),61,143,Proficient
STU0286,Advanced Concepts of Percentages (Applications),60,368,Proficient
STU0038,Advanced Concepts of Ancient Civilizations (Structure),77,352,Proficient
STU0272,Understanding Adjectives (Applications),100,154,Mastered
STU0494,Understanding Heat (Exploration),98,258,Mastered
STU0450,Advanced Concepts of Pronouns (Theories),95,304,Mastered
STU0224,Understanding Conjunctions (Impact),88,214,Mastered
STU0438,Understanding Magnets (Theories),51,258,Needs Improvement
STU0152,Understanding Weather (Systems),76,314,Proficient
STU0035,Understanding Synthetic Fibres (Structure),63,302,Proficient
STU0376,Introduction to Natural Vegetation (Structure),100,131,Mastered
STU0101,Introduction to Algebra (Theories),33,324,Needs Improvement
STU0490,Understanding Health and Diseases (Key Ideas),63,224,Proficient
STU0100,Introduction to Geometry (Exploration),100,158,Mastered
STU0448,Advanced Concepts of Agriculture (Impact),98,317,Mastered
STU0048,Advanced Concepts of French Revolution (Applications),78,425,Proficient
STU0396,Introduction to Nouns (Basics),82,148,Proficient
STU0278,Advanced Concepts of Active and Passive Voice (Systems),79,338,Proficient
STU0222,Understanding Local Government (Exploration),43,470,Needs Improvement
STU0230,Understanding Circulation (Theories),85,161,Mastered
STU0152,Understanding Earth's Layers (Principles),84,248,Proficient
STU0379,Understanding Periodic Table (Applications),100,178,Mastered
STU0056,Understanding Punctuation (Key Ideas),97,232,Mastered
STU0037,Introduction to Force (Processes),55,225,Needs Improvement
STU0356,Advanced Concepts of Sound (Principles),57,621,Needs Improvement
STU0235,Advanced Concepts of Motion (Systems),74,367,Proficient
STU0456,Introduction to Conjunctions (Impact),74,224,Proficient
STU0188,Introduction to Tenses (Exploration),95,102,Mastered
STU0499,Introduction to Adjectives (Applications),91,170,Mastered
STU0124,Understanding Data Handling (Functions),81,319,Proficient
STU0471,Introduction to Resources (Impact),74,144,Proficient
STU0014,Introduction to Light Refraction (Impact),57,231,Needs Improvement
STU0024,Understanding Solar System (Basics),70,296,Proficient
STU0135,Introduction to Punctuation (Key Ideas),59,237,Needs Improvement
STU0346,Understanding Ancient Civilizations (Basics),99,182,Mastered
STU0360,Introduction to Thermodynamics (Dynamics),95,136,Mastered
STU0231,Advanced Concepts of Plant Reproduction (Processes),100,348,Mastered
STU0279,Understanding Globe and Maps (Processes),100,219,Mastered
STU0232,Introduction to Integers (Processes),50,167,Needs Improvement
STU0482,Introduction to Light Refraction (Impact),100,137,Mastered
STU0451,Understanding Magnets (Theories),70,277,Proficient
STU0482,Introduction to Number Systems (Structure),100,127,Mastered
STU0490,Understanding Chemical Bonding (Impact),63,222,Proficient
STU0044,Understanding Laws of Motion (Basics),72,202,Proficient
STU0455,Introduction to Conjunctions (Impact),73,195,Proficient
STU0076,Advanced Concepts of Adaptations (Dynamics),56,563,Needs Improvement
STU0056,Advanced Concepts of Natural Vegetation (Structure),72,411,Proficient
STU0184,Introduction to Cold War (Key Ideas),88,143,Mastered
STU0359,Advanced Concepts of Genetics (Impact),75,355,Proficient
STU0070,Advanced Concepts of Synthetic Fibres (Structure),72,430,Proficient
STU0339,Understanding Percentages (Applications),87,178,Mastered
STU0029,Understanding French Revolution (Applications),74,309,Proficient
STU0070,Introduction to Adjectives (Applications),62,193,Proficient
STU0164,Introduction to Genetics (Impact),55,227,Needs Improvement
STU0432,Understanding Data Handling (Functions),70,377,Proficient
STU0403,Advanced Concepts of Laws of Motion (Basics),87,284,Mastered
STU0305,Advanced Concepts of Ancient Civilizations (Structure),63,425,Proficient
STU0494,Understanding Mountains (Systems),100,227,Mastered
STU0094,Advanced Concepts of Direct and Indirect Speech (Processes),66,435,Proficient
STU0250,Advanced Concepts of Rivers (Processes),68,409,Proficient
STU0475,Advanced Concepts of Integers (Processes),79,382,Proficient
STU0003,Introduction to Democracy (Applications),63,244,Proficient
STU0433,Understanding Mineral Resources (Dynamics),77,246,Proficient
STU0449,Understanding Atoms and Molecules (Theories),82,245,Proficient
STU0286,Understanding Percentages (Applications),71,225,Proficient
STU0385,Introduction to Geometry (Exploration),60,169,Proficient
STU0087,Understanding Plant Reproduction (Processes),64,273,Proficient
STU0475,Advanced Concepts of Verbs (Principles),66,328,Proficient
STU0347,Advanced Concepts of Vocabulary (Structure),87,345,Mastered
STU0359,Advanced Concepts of Ratio (Impact),87,276,Mastered
STU0075,Introduction to Oceans (Exploration),52,221,Needs Improvement
STU0284,Understanding Magnetism (Exploration),89,200,Mastered
STU0173,Advanced Concepts of Measurement (Key Ideas),86,320,Mastered
STU0440,Understanding Water Cycle (Structure),84,263,Proficient
STU0400,Advanced Concepts of Circulation (Theories),50,440,Needs Improvement
STU0157,Understanding Electrostatics (Theories),69,328,Proficient
STU0229,Understanding Freedom Struggle (Principles),100,245,Mastered
STU0076,Introduction to Measurement (Key Ideas),100,161,Mastered
STU0439,Introduction to Earth's Layers (Principles),69,206,Proficient
STU0274,Introduction to Algebra (Theories),100,129,Mastered
STU0293,Introduction to Chemical Bonding (Impact),77,134,Proficient
STU0155,Introduction to Electromagnetism (Functions),60,207,Proficient
STU0058,Understanding Measurement (Key Ideas),82,226,Proficient
STU0014,Advanced Concepts of Friction (Key Ideas),98,315,Mastered
STU0102,Advanced Concepts of Adaptations (Dynamics),48,630,Needs Improvement
STU0142,Advanced Concepts of Cell Division (Dynamics),69,342,Proficient
STU0189,Understanding Renaissance (Impact),68,242,Proficient
STU0402,Introduction to Periodic Table (Applications),93,125,Mastered
STU0148,Understanding Plant Reproduction (Processes),49,413,Needs Improvement
STU0291,Understanding Industrial Revolution (Processes),77,265,Proficient
STU0375,Understanding Acids and Bases (Basics),96,253,Mastered
STU0077,Understanding Solar System (Key Ideas),49,420,Needs Improvement
STU0468,Understanding Combustion (Key Ideas),68,203,Proficient
STU0147,Advanced Concepts of Oceans (Exploration),66,363,Proficient
STU0013,Advanced Concepts of Indus Valley Civilization (Basics),89,366,Mastered
STU0054,Introduction to Number Systems (Structure),87,111,Mastered
STU0019,Understanding Ancient Egypt (Structure),75,253,Proficient
STU0188,Understanding Photosynthesis (Basics),82,331,Proficient
STU0098,Advanced Concepts of Solar System (Key Ideas),66,438,Proficient
STU0184,Understanding Synthetic Fibres (Structure),90,242,Mastered
STU0340,Understanding Health and Diseases (Key Ideas),79,297,Proficient
STU0286,Advanced Concepts of Solar System (Key Ideas),39,394,Needs Improvement
STU0022,Understanding Verbs (Principles),63,302,Proficient
STU0163,Advanced Concepts of Oceans (Exploration),51,586,Needs Improvement
STU0491,Understanding Nouns (Basics),98,207,Mastered
STU0015,Understanding Acids and Bases (Basics),100,255,Mastered
STU0122,Advanced Concepts of Natural Vegetation (Structure),51,407,Needs Improvement
STU0498,Understanding Gravitation (Applications),78,300,Proficient
STU0473,Advanced Concepts of Globe and Maps (Processes),80,446,Proficient
STU0255,Understanding Classification of Organisms (Functions),59,319,Needs Improvement
STU0323,Introduction to Probability (Dynamics),84,169,Proficient
STU0476,Understanding Light Reflection (Systems),49,369,Needs Improvement
STU0354,Understanding States of Matter (Functions),92,263,Mastered
STU0059,Advanced Concepts of Measurement (Key Ideas),89,315,Mastered
STU0481,Understanding Data Handling (Functions),51,369,Needs Improvement
STU0439,Advanced Concepts of Earth's Layers (Principles),62,415,Proficient
STU0488,Understanding Verbs (Principles),76,285,Proficient
STU0485,Advanced Concepts of Light Refraction (Impact),78,427,Proficient
STU0278,Understanding Democracy (Applications),93,170,Mastered
STU0289,Advanced Concepts of Synthetic Fibres (Structure),74,450,Proficient
STU0222,Understanding Agriculture (Impact),74,254,Proficient
STU0262,Understanding Light Reflection (Systems),67,244,Proficient
STU0035,Advanced Concepts of Pronouns (Theories),80,363,Proficient
STU0122,Introduction to Weather (Systems),100,112,Mastered
STU0077,Introduction to Acids and Bases (Basics),90,122,Mastered
STU0041,Introduction to States of Matter (Dynamics),66,202,Proficient
STU0184,Understanding French Revolution (Applications),46,400,Needs Improvement
STU0319,Understanding Digestion (Principles),88,185,Mastered
STU0254,Introduction to Verbs (Principles),81,194,Proficient
STU0203,Understanding Nouns (Basics),82,282,Proficient
STU0246,Advanced Concepts of Microorganisms (Structure),75,466,Proficient
STU0114,Introduction to Sound (Principles),100,131,Mastered
STU0323,Understanding Electricity (Applications),81,280,Proficient
STU0353,Understanding Light (Basics),87,189,Mastered
STU0500,Introduction to Sound Waves (Processes),96,178,Mastered
STU0393,Introduction to Tenses (Exploration),86,186,Mastered
STU0207,Advanced Concepts of Geometry (Exploration),84,431,Proficient
STU0203,Understanding Water Cycle (Structure),100,242,Mastered
STU0445,Introduction to Ratio (Impact),73,197,Proficient
STU0305,Advanced Concepts of Natural Vegetation (Structure),42,424,Needs Improvement
STU0206,Introduction to Light (Basics),76,222,Proficient
STU0465,Introduction to Climate Zones (Theories),71,192,Proficient
STU0176,Introduction to Work and Energy (Principles),73,189,Proficient
STU0375,Advanced Concepts of Sound (Principles),53,473,Needs Improvement
STU0435,Understanding Heat (Exploration),66,271,Proficient
STU0363,Introduction to Heat (Exploration),55,226,Needs Improvement
STU0195,Advanced Concepts of Natural Vegetation (Structure),81,449,Proficient
STU0479,Understanding Sound (Principles),73,254,Proficient
STU0255,Understanding Number Systems (Structure),51,348,Needs Improvement
STU0320,Introduction to Sound Waves (Processes),65,191,Proficient
STU0076,Understanding Solar System (Key Ideas),78,298,Proficient
STU0048,Introduction to Profit and Loss (Systems),70,189,Proficient
STU0259,Introduction to Mountains (Systems),80,223,Proficient
STU0487,Understanding Atoms and Molecules (Theories),68,228,Proficient
STU0108,Understanding Resources (Impact),80,331,Proficient
STU0098,Introduction to Electromagnetism (Functions),85,115,Mastered
STU0059,Understanding Solutions (Exploration),97,238,Mastered
STU0496,Advanced Concepts of Constitution (Theories),100,269,Mastered
STU0308,Understanding Health and Diseases (Key Ideas),65,285,Proficient
