Topic_ID,Subject,Grade,Topic,Description,Keywords,Difficulty
523,Biology,4,Understanding Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 4 students.","biology, grade 4, ecosystems, systems",Medium
524,Biology,4,Understanding Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 4 students.","biology, grade 4, genetics, impact",Medium
525,Biology,4,Understanding Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 4 students.","biology, grade 4, cell division, dynamics",Medium
526,Biology,4,Understanding Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 4 students.","biology, grade 4, classification of organisms, functions",Medium
527,Biology,4,Understanding Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 4 students.","biology, grade 4, microorganisms, structure",Medium
528,Biology,4,Understanding Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 4 students.","biology, grade 4, health and diseases, key ideas",Medium
529,Biology,5,Understanding Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 5 students.","biology, grade 5, photosynthesis, basics",Medium
530,Biology,5,Understanding Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 5 students.","biology, grade 5, digestion, principles",Medium
531,Biology,5,Understanding Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 5 students.","biology, grade 5, respiration, applications",Medium
532,Biology,5,Understanding Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 5 students.","biology, grade 5, circulation, theories",Medium
533,Biology,5,Understanding Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 5 students.","biology, grade 5, nervous system, exploration",Medium
534,Biology,5,Understanding Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 5 students.","biology, grade 5, plant reproduction, processes",Medium
535,Biology,5,Understanding Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 5 students.","biology, grade 5, ecosystems, systems",Medium
536,Biology,5,Understanding Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 5 students.","biology, grade 5, genetics, impact",Medium
537,Biology,5,Understanding Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 5 students.","biology, grade 5, cell division, dynamics",Medium
538,Biology,5,Understanding Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 5 students.","biology, grade 5, classification of organisms, functions",Medium
539,Biology,5,Understanding Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 5 students.","biology, grade 5, microorganisms, structure",Medium
540,Biology,5,Understanding Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 5 students.","biology, grade 5, health and diseases, key ideas",Medium
541,Biology,6,Understanding Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 6 students.","biology, grade 6, photosynthesis, basics",Medium
542,Biology,6,Understanding Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 6 students.","biology, grade 6, digestion, principles",Medium
543,Biology,6,Understanding Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 6 students.","biology, grade 6, respiration, applications",Medium
544,Biology,6,Understanding Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 6 students.","biology, grade 6, circulation, theories",Medium
545,Biology,6,Understanding Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 6 students.","biology, grade 6, nervous system, exploration",Medium
546,Biology,6,Understanding Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 6 students.","biology, grade 6, plant reproduction, processes",Medium
547,Biology,6,Understanding Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 6 students.","biology, grade 6, ecosystems, systems",Medium
548,Biology,6,Understanding Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 6 students.","biology, grade 6, genetics, impact",Medium
549,Biology,6,Understanding Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 6 students.","biology, grade 6, cell division, dynamics",Medium
550,Biology,6,Understanding Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 6 students.","biology, grade 6, classification of organisms, functions",Medium
551,Biology,6,Understanding Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 6 students.","biology, grade 6, microorganisms, structure",Medium
552,Biology,6,Understanding Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 6 students.","biology, grade 6, health and diseases, key ideas",Medium
553,Biology,7,Understanding Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 7 students.","biology, grade 7, photosynthesis, basics",Medium
554,Biology,7,Understanding Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 7 students.","biology, grade 7, digestion, principles",Medium
555,Biology,7,Understanding Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 7 students.","biology, grade 7, respiration, applications",Medium
556,Biology,7,Understanding Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 7 students.","biology, grade 7, circulation, theories",Medium
557,Biology,7,Understanding Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 7 students.","biology, grade 7, nervous system, exploration",Medium
558,Biology,7,Understanding Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 7 students.","biology, grade 7, plant reproduction, processes",Medium
559,Biology,7,Understanding Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 7 students.","biology, grade 7, ecosystems, systems",Medium
560,Biology,7,Understanding Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 7 students.","biology, grade 7, genetics, impact",Medium
561,Biology,7,Understanding Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 7 students.","biology, grade 7, cell division, dynamics",Medium
562,Biology,7,Understanding Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 7 students.","biology, grade 7, classification of organisms, functions",Medium
563,Biology,7,Understanding Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 7 students.","biology, grade 7, microorganisms, structure",Medium
564,Biology,7,Understanding Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 7 students.","biology, grade 7, health and diseases, key ideas",Medium
565,Biology,8,Advanced Concepts of Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 8 students.","biology, grade 8, photosynthesis, basics",Hard
566,Biology,8,Advanced Concepts of Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 8 students.","biology, grade 8, digestion, principles",Hard
567,Biology,8,Advanced Concepts of Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 8 students.","biology, grade 8, respiration, applications",Hard
568,Biology,8,Advanced Concepts of Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 8 students.","biology, grade 8, circulation, theories",Hard
569,Biology,8,Advanced Concepts of Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 8 students.","biology, grade 8, nervous system, exploration",Hard
570,Biology,8,Advanced Concepts of Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 8 students.","biology, grade 8, plant reproduction, processes",Hard
571,Biology,8,Advanced Concepts of Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 8 students.","biology, grade 8, ecosystems, systems",Hard
572,Biology,8,Advanced Concepts of Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 8 students.","biology, grade 8, genetics, impact",Hard
573,Biology,8,Advanced Concepts of Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 8 students.","biology, grade 8, cell division, dynamics",Hard
574,Biology,8,Advanced Concepts of Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 8 students.","biology, grade 8, classification of organisms, functions",Hard
575,Biology,8,Advanced Concepts of Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 8 students.","biology, grade 8, microorganisms, structure",Hard
576,Biology,8,Advanced Concepts of Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 8 students.","biology, grade 8, health and diseases, key ideas",Hard
577,Biology,9,Advanced Concepts of Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 9 students.","biology, grade 9, photosynthesis, basics",Hard
578,Biology,9,Advanced Concepts of Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 9 students.","biology, grade 9, digestion, principles",Hard
579,Biology,9,Advanced Concepts of Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 9 students.","biology, grade 9, respiration, applications",Hard
580,Biology,9,Advanced Concepts of Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 9 students.","biology, grade 9, circulation, theories",Hard
581,Biology,9,Advanced Concepts of Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 9 students.","biology, grade 9, nervous system, exploration",Hard
582,Biology,9,Advanced Concepts of Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 9 students.","biology, grade 9, plant reproduction, processes",Hard
583,Biology,9,Advanced Concepts of Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 9 students.","biology, grade 9, ecosystems, systems",Hard
584,Biology,9,Advanced Concepts of Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 9 students.","biology, grade 9, genetics, impact",Hard
585,Biology,9,Advanced Concepts of Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 9 students.","biology, grade 9, cell division, dynamics",Hard
586,Biology,9,Advanced Concepts of Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 9 students.","biology, grade 9, classification of organisms, functions",Hard
587,Biology,9,Advanced Concepts of Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 9 students.","biology, grade 9, microorganisms, structure",Hard
588,Biology,9,Advanced Concepts of Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 9 students.","biology, grade 9, health and diseases, key ideas",Hard
589,Biology,10,Advanced Concepts of Photosynthesis (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Photosynthesis tailored for Grade 10 students.","biology, grade 10, photosynthesis, basics",Hard
590,Biology,10,Advanced Concepts of Digestion (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Digestion tailored for Grade 10 students.","biology, grade 10, digestion, principles",Hard
591,Biology,10,Advanced Concepts of Respiration (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Respiration tailored for Grade 10 students.","biology, grade 10, respiration, applications",Hard
592,Biology,10,Advanced Concepts of Circulation (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Circulation tailored for Grade 10 students.","biology, grade 10, circulation, theories",Hard
593,Biology,10,Advanced Concepts of Nervous System (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Nervous System tailored for Grade 10 students.","biology, grade 10, nervous system, exploration",Hard
594,Biology,10,Advanced Concepts of Plant Reproduction (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Plant Reproduction tailored for Grade 10 students.","biology, grade 10, plant reproduction, processes",Hard
595,Biology,10,Advanced Concepts of Ecosystems (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Ecosystems tailored for Grade 10 students.","biology, grade 10, ecosystems, systems",Hard
596,Biology,10,Advanced Concepts of Genetics (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Genetics tailored for Grade 10 students.","biology, grade 10, genetics, impact",Hard
597,Biology,10,Advanced Concepts of Cell Division (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Cell Division tailored for Grade 10 students.","biology, grade 10, cell division, dynamics",Hard
598,Biology,10,Advanced Concepts of Classification of Organisms (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Classification of Organisms tailored for Grade 10 students.","biology, grade 10, classification of organisms, functions",Hard
599,Biology,10,Advanced Concepts of Microorganisms (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Microorganisms tailored for Grade 10 students.","biology, grade 10, microorganisms, structure",Hard
600,Biology,10,Advanced Concepts of Health and Diseases (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Health and Diseases tailored for Grade 10 students.","biology, grade 10, health and diseases, key ideas",Hard
601,Physics,1,Introduction to Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 1 students.","physics, grade 1, laws of motion, basics",Easy
602,Physics,1,Introduction to Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 1 students.","physics, grade 1, work and energy, principles",Easy
603,Physics,1,Introduction to Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 1 students.","physics, grade 1, gravitation, applications",Easy
604,Physics,1,Introduction to Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 1 students.","physics, grade 1, electrostatics, theories",Easy
605,Physics,1,Introduction to Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 1 students.","physics, grade 1, magnetism, exploration",Easy
606,Physics,1,Introduction to Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 1 students.","physics, grade 1, sound waves, processes",Easy
607,Physics,1,Introduction to Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 1 students.","physics, grade 1, light reflection, systems",Easy
608,Physics,1,Introduction to Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 1 students.","physics, grade 1, light refraction, impact",Easy
609,Physics,1,Introduction to Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 1 students.","physics, grade 1, thermodynamics, dynamics",Easy
610,Physics,1,Introduction to Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 1 students.","physics, grade 1, electromagnetism, functions",Easy
611,Physics,1,Introduction to Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 1 students.","physics, grade 1, pressure, structure",Easy
612,Physics,1,Introduction to Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 1 students.","physics, grade 1, friction, key ideas",Easy
613,Physics,2,Introduction to Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 2 students.","physics, grade 2, laws of motion, basics",Easy
614,Physics,2,Introduction to Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 2 students.","physics, grade 2, work and energy, principles",Easy
615,Physics,2,Introduction to Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 2 students.","physics, grade 2, gravitation, applications",Easy
616,Physics,2,Introduction to Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 2 students.","physics, grade 2, electrostatics, theories",Easy
617,Physics,2,Introduction to Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 2 students.","physics, grade 2, magnetism, exploration",Easy
618,Physics,2,Introduction to Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 2 students.","physics, grade 2, sound waves, processes",Easy
619,Physics,2,Introduction to Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 2 students.","physics, grade 2, light reflection, systems",Easy
620,Physics,2,Introduction to Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 2 students.","physics, grade 2, light refraction, impact",Easy
621,Physics,2,Introduction to Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 2 students.","physics, grade 2, thermodynamics, dynamics",Easy
622,Physics,2,Introduction to Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 2 students.","physics, grade 2, electromagnetism, functions",Easy
623,Physics,2,Introduction to Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 2 students.","physics, grade 2, pressure, structure",Easy
624,Physics,2,Introduction to Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 2 students.","physics, grade 2, friction, key ideas",Easy
625,Physics,3,Introduction to Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 3 students.","physics, grade 3, laws of motion, basics",Easy
626,Physics,3,Introduction to Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 3 students.","physics, grade 3, work and energy, principles",Easy
627,Physics,3,Introduction to Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 3 students.","physics, grade 3, gravitation, applications",Easy
628,Physics,3,Introduction to Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 3 students.","physics, grade 3, electrostatics, theories",Easy
629,Physics,3,Introduction to Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 3 students.","physics, grade 3, magnetism, exploration",Easy
630,Physics,3,Introduction to Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 3 students.","physics, grade 3, sound waves, processes",Easy
631,Physics,3,Introduction to Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 3 students.","physics, grade 3, light reflection, systems",Easy
632,Physics,3,Introduction to Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 3 students.","physics, grade 3, light refraction, impact",Easy
633,Physics,3,Introduction to Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 3 students.","physics, grade 3, thermodynamics, dynamics",Easy
634,Physics,3,Introduction to Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 3 students.","physics, grade 3, electromagnetism, functions",Easy
635,Physics,3,Introduction to Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 3 students.","physics, grade 3, pressure, structure",Easy
636,Physics,3,Introduction to Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 3 students.","physics, grade 3, friction, key ideas",Easy
637,Physics,4,Understanding Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 4 students.","physics, grade 4, laws of motion, basics",Medium
638,Physics,4,Understanding Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 4 students.","physics, grade 4, work and energy, principles",Medium
639,Physics,4,Understanding Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 4 students.","physics, grade 4, gravitation, applications",Medium
640,Physics,4,Understanding Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 4 students.","physics, grade 4, electrostatics, theories",Medium
641,Physics,4,Understanding Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 4 students.","physics, grade 4, magnetism, exploration",Medium
642,Physics,4,Understanding Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 4 students.","physics, grade 4, sound waves, processes",Medium
643,Physics,4,Understanding Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 4 students.","physics, grade 4, light reflection, systems",Medium
644,Physics,4,Understanding Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 4 students.","physics, grade 4, light refraction, impact",Medium
645,Physics,4,Understanding Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 4 students.","physics, grade 4, thermodynamics, dynamics",Medium
646,Physics,4,Understanding Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 4 students.","physics, grade 4, electromagnetism, functions",Medium
647,Physics,4,Understanding Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 4 students.","physics, grade 4, pressure, structure",Medium
648,Physics,4,Understanding Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 4 students.","physics, grade 4, friction, key ideas",Medium
649,Physics,5,Understanding Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 5 students.","physics, grade 5, laws of motion, basics",Medium
650,Physics,5,Understanding Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 5 students.","physics, grade 5, work and energy, principles",Medium
651,Physics,5,Understanding Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 5 students.","physics, grade 5, gravitation, applications",Medium
652,Physics,5,Understanding Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 5 students.","physics, grade 5, electrostatics, theories",Medium
653,Physics,5,Understanding Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 5 students.","physics, grade 5, magnetism, exploration",Medium
654,Physics,5,Understanding Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 5 students.","physics, grade 5, sound waves, processes",Medium
655,Physics,5,Understanding Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 5 students.","physics, grade 5, light reflection, systems",Medium
656,Physics,5,Understanding Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 5 students.","physics, grade 5, light refraction, impact",Medium
657,Physics,5,Understanding Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 5 students.","physics, grade 5, thermodynamics, dynamics",Medium
658,Physics,5,Understanding Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 5 students.","physics, grade 5, electromagnetism, functions",Medium
659,Physics,5,Understanding Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 5 students.","physics, grade 5, pressure, structure",Medium
660,Physics,5,Understanding Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 5 students.","physics, grade 5, friction, key ideas",Medium
661,Physics,6,Understanding Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 6 students.","physics, grade 6, laws of motion, basics",Medium
662,Physics,6,Understanding Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 6 students.","physics, grade 6, work and energy, principles",Medium
663,Physics,6,Understanding Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 6 students.","physics, grade 6, gravitation, applications",Medium
664,Physics,6,Understanding Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 6 students.","physics, grade 6, electrostatics, theories",Medium
665,Physics,6,Understanding Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 6 students.","physics, grade 6, magnetism, exploration",Medium
666,Physics,6,Understanding Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 6 students.","physics, grade 6, sound waves, processes",Medium
667,Physics,6,Understanding Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 6 students.","physics, grade 6, light reflection, systems",Medium
668,Physics,6,Understanding Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 6 students.","physics, grade 6, light refraction, impact",Medium
669,Physics,6,Understanding Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 6 students.","physics, grade 6, thermodynamics, dynamics",Medium
670,Physics,6,Understanding Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 6 students.","physics, grade 6, electromagnetism, functions",Medium
671,Physics,6,Understanding Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 6 students.","physics, grade 6, pressure, structure",Medium
672,Physics,6,Understanding Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 6 students.","physics, grade 6, friction, key ideas",Medium
673,Physics,7,Understanding Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 7 students.","physics, grade 7, laws of motion, basics",Medium
674,Physics,7,Understanding Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 7 students.","physics, grade 7, work and energy, principles",Medium
675,Physics,7,Understanding Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 7 students.","physics, grade 7, gravitation, applications",Medium
676,Physics,7,Understanding Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 7 students.","physics, grade 7, electrostatics, theories",Medium
677,Physics,7,Understanding Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 7 students.","physics, grade 7, magnetism, exploration",Medium
678,Physics,7,Understanding Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 7 students.","physics, grade 7, sound waves, processes",Medium
679,Physics,7,Understanding Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 7 students.","physics, grade 7, light reflection, systems",Medium
